"Subject_Activity" "variable" "means"
"10_LAYING" "fBodyAccMag_mean" -0.95819777209127
"10_LAYING" "fBodyAccMag_std" -0.950548182857143
"10_LAYING" "fBodyBodyAccJerkMag_mean" -0.976088205119048
"10_LAYING" "fBodyBodyAccJerkMag_std" -0.974760435
"10_LAYING" "fBodyBodyGyroMag_mean" -0.957969031547619
"10_LAYING" "fBodyBodyGyroMag_std" -0.950454119801587
"10_LAYING" "fBodyBodyGyroJerkMag_mean" -0.976662548531746
"10_LAYING" "fBodyBodyGyroJerkMag_std" -0.975173725595238
"10_SITTING" "tBodyAcc_mean_X" 0.272317597924658
"10_SITTING" "tBodyAcc_mean_Y" -0.0126449956831507
"10_SITTING" "tBodyAcc_mean_Z" -0.1059834897
"10_SITTING" "tBodyAcc_std_X" -0.985157174657534
"10_SITTING" "tBodyAcc_std_Y" -0.937375178757991
"10_SITTING" "tBodyAcc_std_Z" -0.953556142968036
"10_SITTING" "tGravityAcc_mean_X" 0.88886872086758
"10_SITTING" "tGravityAcc_mean_Y" 0.0356195555
"10_SITTING" "tGravityAcc_mean_Z" 0.128426757129772
"10_SITTING" "tGravityAcc_std_X" -0.982636041689498
"10_SITTING" "tGravityAcc_std_Y" -0.957971162694064
"10_SITTING" "tGravityAcc_std_Z" -0.962800083059361
"10_SITTING" "tBodyAccJerk_mean_X" 0.0758545074101827
"10_SITTING" "tBodyAccJerk_mean_Y" 0.00803865864224292
"10_SITTING" "tBodyAccJerk_mean_Z" -0.0016031089783105
"10_SITTING" "tBodyAccJerk_std_X" -0.985679807716895
"10_SITTING" "tBodyAccJerk_std_Y" -0.973454293196347
"10_SITTING" "tBodyAccJerk_std_Z" -0.9812802256621
"10_SITTING" "tBodyGyro_mean_X" -0.0339308452213516
"10_SITTING" "tBodyGyro_mean_Y" -0.0738944085015068
"10_SITTING" "tBodyGyro_mean_Z" 0.073727727196347
"10_SITTING" "tBodyGyro_std_X" -0.981908502557078
"10_SITTING" "tBodyGyro_std_Y" -0.971593498949772
"10_SITTING" "tBodyGyro_std_Z" -0.958348528310502
"10_SITTING" "tBodyGyroJerk_mean_X" -0.0961907741917808
"10_SITTING" "tBodyGyroJerk_mean_Y" -0.0383908070239909
"10_SITTING" "tBodyGyroJerk_mean_Z" -0.0484009353873973
"10_SITTING" "tBodyGyroJerk_std_X" -0.98160305913242
"10_SITTING" "tBodyGyroJerk_std_Y" -0.985157329589041
"10_SITTING" "tBodyGyroJerk_std_Z" -0.982309218127854
"10_SITTING" "tBodyAccMag_mean" -0.962231599634703
"10_SITTING" "tBodyAccMag_std" -0.946685821643836
"10_SITTING" "tGravityAccMag_mean" -0.962231599634703
"10_SITTING" "tGravityAccMag_std" -0.946685821643836
"10_SITTING" "tBodyAccJerkMag_mean" -0.982787638356164
"10_SITTING" "tBodyAccJerkMag_std" -0.977666354703196
"10_SITTING" "tBodyGyroMag_mean" -0.950653229726027
"10_SITTING" "tBodyGyroMag_std" -0.954432743607306
"10_SITTING" "tBodyGyroJerkMag_mean" -0.986600395068493
"10_SITTING" "tBodyGyroJerkMag_std" -0.981628038082192
"10_SITTING" "fBodyAcc_mean_X" -0.984799742283105
"10_SITTING" "fBodyAcc_mean_Y" -0.949031984977169
"10_SITTING" "fBodyAcc_mean_Z" -0.963627369269406
"10_SITTING" "fBodyAcc_std_X" -0.985492645616438
"10_SITTING" "fBodyAcc_std_Y" -0.93551319330137
"10_SITTING" "fBodyAcc_std_Z" -0.951388549041096
"10_SITTING" "fBodyAccJerk_mean_X" -0.986034867990868
"10_SITTING" "fBodyAccJerk_mean_Y" -0.973926827945205
"10_SITTING" "fBodyAccJerk_mean_Z" -0.978567654977169
"10_SITTING" "fBodyAccJerk_std_X" -0.986615161780822
"10_SITTING" "fBodyAccJerk_std_Y" -0.974881407990868
"10_SITTING" "fBodyAccJerk_std_Z" -0.982651652922374
"10_SITTING" "fBodyGyro_mean_X" -0.976134433744292
"10_SITTING" "fBodyGyro_mean_Y" -0.974139511232877
"10_SITTING" "fBodyGyro_mean_Z" -0.959625432054795
"10_SITTING" "fBodyGyro_std_X" -0.983864995799087
"10_SITTING" "fBodyGyro_std_Y" -0.970543246027397
"10_SITTING" "fBodyGyro_std_Z" -0.961891994063927
"10_SITTING" "fBodyAccMag_mean" -0.956628232648402
"10_SITTING" "fBodyAccMag_std" -0.949878300639269
"10_SITTING" "fBodyBodyAccJerkMag_mean" -0.977789665936073
"10_SITTING" "fBodyBodyAccJerkMag_std" -0.976496081598173
"10_SITTING" "fBodyBodyGyroMag_mean" -0.964343168356164
"10_SITTING" "fBodyBodyGyroMag_std" -0.956162419315069
"10_SITTING" "fBodyBodyGyroJerkMag_mean" -0.982447298675799
"10_SITTING" "fBodyBodyGyroJerkMag_std" -0.981649868310502
"10_STANDING" "tBodyAcc_mean_X" 0.278265412390244
"10_STANDING" "tBodyAcc_mean_Y" -0.0170755445723415
"10_STANDING" "tBodyAcc_mean_Z" -0.110380589180488
"10_STANDING" "tBodyAcc_std_X" -0.984637019658537
"10_STANDING" "tBodyAcc_std_Y" -0.937473855121951
"10_STANDING" "tBodyAcc_std_Z" -0.944910458878049
"10_STANDING" "tGravityAcc_mean_X" 0.941734293268293
"10_STANDING" "tGravityAcc_mean_Y" -0.18259831884878
"10_STANDING" "tGravityAcc_mean_Z" -0.0377601736621463
"10_STANDING" "tGravityAcc_std_X" -0.990384572439024
"10_STANDING" "tGravityAcc_std_Y" -0.976685205658537
"10_STANDING" "tGravityAcc_std_Z" -0.96108009302439
"10_STANDING" "tBodyAccJerk_mean_X" 0.0760881212536585
"10_STANDING" "tBodyAccJerk_mean_Y" 0.0104701582632683
"10_STANDING" "tBodyAccJerk_mean_Z" -0.00244781714942439
"10_STANDING" "tBodyAccJerk_std_X" -0.977587409512195
"10_STANDING" "tBodyAccJerk_std_Y" -0.961312685414634
"10_STANDING" "tBodyAccJerk_std_Z" -0.97843918897561
"10_STANDING" "tBodyGyro_mean_X" -0.0270673841646829
"10_STANDING" "tBodyGyro_mean_Y" -0.0715560309390244
"10_STANDING" "tBodyGyro_mean_Z" 0.0868312969609756
"10_STANDING" "tBodyGyro_std_X" -0.953869837951219
"10_STANDING" "tBodyGyro_std_Y" -0.962119196146341
"10_STANDING" "tBodyGyro_std_Z" -0.959758199365854
"10_STANDING" "tBodyGyroJerk_mean_X" -0.102225059291707
"10_STANDING" "tBodyGyroJerk_mean_Y" -0.0412058887009756
"10_STANDING" "tBodyGyroJerk_mean_Z" -0.0539094544609268
"10_STANDING" "tBodyGyroJerk_std_X" -0.96481998297561
"10_STANDING" "tBodyGyroJerk_std_Y" -0.978510386292683
"10_STANDING" "tBodyGyroJerk_std_Z" -0.975389558780488
"10_STANDING" "tBodyAccMag_mean" -0.958675226048781
"10_STANDING" "tBodyAccMag_std" -0.952390885609756
"10_STANDING" "tGravityAccMag_mean" -0.958675226048781
"10_STANDING" "tGravityAccMag_std" -0.952390885609756
"10_STANDING" "tBodyAccJerkMag_mean" -0.975574452487805
"10_STANDING" "tBodyAccJerkMag_std" -0.968059952780488
"10_STANDING" "tBodyGyroMag_mean" -0.949745981365854
"10_STANDING" "tBodyGyroMag_std" -0.939172109365854
"10_STANDING" "tBodyGyroJerkMag_mean" -0.977289828341463
"10_STANDING" "tBodyGyroJerkMag_std" -0.971981398634146
"10_STANDING" "fBodyAcc_mean_X" -0.980578702731707
"10_STANDING" "fBodyAcc_mean_Y" -0.944836468731707
"10_STANDING" "fBodyAcc_mean_Z" -0.959392980292683
"10_STANDING" "fBodyAcc_std_X" -0.98673787204878
"10_STANDING" "fBodyAcc_std_Y" -0.937164366829268
"10_STANDING" "fBodyAcc_std_Z" -0.941356361902439
"10_STANDING" "fBodyAccJerk_mean_X" -0.977495005219512
"10_STANDING" "fBodyAccJerk_mean_Y" -0.961899658341463
"10_STANDING" "fBodyAccJerk_mean_Z" -0.975145147414634
"10_STANDING" "fBodyAccJerk_std_X" -0.979821137707317
"10_STANDING" "fBodyAccJerk_std_Y" -0.963573651853659
"10_STANDING" "fBodyAccJerk_std_Z" -0.980394510195122
"10_STANDING" "fBodyGyro_mean_X" -0.94724090297561
"10_STANDING" "fBodyGyro_mean_Y" -0.964345550878049
"10_STANDING" "fBodyGyro_mean_Z" -0.959315713707317
"10_STANDING" "fBodyGyro_std_X" -0.956331995463415
"10_STANDING" "fBodyGyro_std_Y" -0.961278866585366
"10_STANDING" "fBodyGyro_std_Z" -0.963770767219512
"10_STANDING" "fBodyAccMag_mean" -0.95807189502439
"10_STANDING" "fBodyAccMag_std" -0.956259496536585
"10_STANDING" "fBodyBodyAccJerkMag_mean" -0.967779762926829
"10_STANDING" "fBodyBodyAccJerkMag_std" -0.967565868439024
"10_STANDING" "fBodyBodyGyroMag_mean" -0.951086879219512
"10_STANDING" "fBodyBodyGyroMag_std" -0.941945350146342
"10_STANDING" "fBodyBodyGyroJerkMag_mean" -0.973427042390244
"10_STANDING" "fBodyBodyGyroJerkMag_std" -0.971893350048781
"10_WALKING" "tBodyAcc_mean_X" 0.276320986712963
"10_WALKING" "tBodyAcc_mean_Y" -0.0179429043034398
"10_WALKING" "tBodyAcc_mean_Z" -0.109124830486111
"10_WALKING" "tBodyAcc_std_X" -0.221961983872269
"10_WALKING" "tBodyAcc_std_Y" 0.00980888657907407
"10_WALKING" "tBodyAcc_std_Z" -0.301008459047222
"10_WALKING" "tGravityAcc_mean_X" 0.948527403703704
"10_WALKING" "tGravityAcc_mean_Y" -0.171342114555556
"10_WALKING" "tGravityAcc_mean_Z" -0.0239093152268519
"10_WALKING" "tGravityAcc_std_X" -0.976061174444444
"10_WALKING" "tGravityAcc_std_Y" -0.967050114814815
"10_WALKING" "tGravityAcc_std_Z" -0.952857507314815
"10_WALKING" "tBodyAccJerk_mean_X" 0.0879660019208333
"10_WALKING" "tBodyAccJerk_mean_Y" 0.0118820465064815
"10_WALKING" "tBodyAccJerk_mean_Z" -0.0160902905199074
"10_WALKING" "tBodyAccJerk_std_X" -0.140065620638426
"10_WALKING" "tBodyAccJerk_std_Y" -0.0391411797147222
"10_WALKING" "tBodyAccJerk_std_Z" -0.479110098373611
"10_WALKING" "tBodyGyro_mean_X" -0.0134315834141667
"10_WALKING" "tBodyGyro_mean_Y" -0.0791149006932083
"10_WALKING" "tBodyGyro_mean_Z" 0.0879794696409722
"10_WALKING" "tBodyGyro_std_X" -0.409934642315741
"10_WALKING" "tBodyGyro_std_Y" -0.246016943331991
"10_WALKING" "tBodyGyro_std_Z" -0.290571281314815
"10_WALKING" "tBodyGyroJerk_mean_X" -0.0974946938425926
"10_WALKING" "tBodyGyroJerk_mean_Y" -0.0522668337935185
"10_WALKING" "tBodyGyroJerk_mean_Z" -0.0545774000741667
"10_WALKING" "tBodyGyroJerk_std_X" -0.303732684188426
"10_WALKING" "tBodyGyroJerk_std_Y" -0.479776835632407
"10_WALKING" "tBodyGyroJerk_std_Z" -0.356784651574074
"10_WALKING" "tBodyAccMag_mean" -0.114342367249074
"10_WALKING" "tBodyAccMag_std" -0.255878140790139
"10_WALKING" "tGravityAccMag_mean" -0.114342367249074
"10_WALKING" "tGravityAccMag_std" -0.255878140790139
"10_WALKING" "tBodyAccJerkMag_mean" -0.174115451080134
"10_WALKING" "tBodyAccJerkMag_std" -0.103295091335648
"10_WALKING" "tBodyGyroMag_mean" -0.185919618263889
"10_WALKING" "tBodyGyroMag_std" -0.348587666080556
"10_WALKING" "tBodyGyroJerkMag_mean" -0.4081384428
"10_WALKING" "tBodyGyroJerkMag_std" -0.473035321923148
"10_WALKING" "fBodyAcc_mean_X" -0.185576546323843
"10_WALKING" "fBodyAcc_mean_Y" 0.0159105136324074
"10_WALKING" "fBodyAcc_mean_Z" -0.347108816736111
"10_WALKING" "fBodyAcc_std_X" -0.238318246891204
"10_WALKING" "fBodyAcc_std_Y" -0.0595573473956944
"10_WALKING" "fBodyAcc_std_Z" -0.334077222135648
"10_WALKING" "fBodyAccJerk_mean_X" -0.180742051810185
"10_WALKING" "fBodyAccJerk_mean_Y" -0.0941907141841204
"10_WALKING" "fBodyAccJerk_mean_Z" -0.433823670666667
"10_WALKING" "fBodyAccJerk_std_X" -0.175589949217454
"10_WALKING" "fBodyAccJerk_std_Y" -0.0452133366981482
"10_WALKING" "fBodyAccJerk_std_Z" -0.523622260234676
"10_WALKING" "fBodyGyro_mean_X" -0.267459479162037
"10_WALKING" "fBodyGyro_mean_Y" -0.318434839177315
"10_WALKING" "fBodyGyro_mean_Z" -0.23196557044213
"10_WALKING" "fBodyGyro_std_X" -0.457165306924815
"10_WALKING" "fBodyGyro_std_Y" -0.21374445852037
"10_WALKING" "fBodyGyro_std_Z" -0.378550395
"10_WALKING" "fBodyAccMag_mean" -0.188793495043981
"10_WALKING" "fBodyAccMag_std" -0.414023570578704
"10_WALKING" "fBodyBodyAccJerkMag_mean" -0.100572767048704
"10_WALKING" "fBodyBodyAccJerkMag_std" -0.115063617614213
"10_WALKING" "fBodyBodyGyroMag_mean" -0.373613023473611
"10_WALKING" "fBodyBodyGyroMag_std" -0.446284513060648
"10_WALKING" "fBodyBodyGyroJerkMag_mean" -0.493109727398148
"10_WALKING" "fBodyBodyGyroJerkMag_std" -0.485814944101852
"10_WALKING_DOWNSTAIRS" "tBodyAcc_mean_X" 0.285193381432624
"10_WALKING_DOWNSTAIRS" "tBodyAcc_mean_Y" -0.0162816702841915
"10_WALKING_DOWNSTAIRS" "tBodyAcc_mean_Z" -0.110599144498426
"10_WALKING_DOWNSTAIRS" "tBodyAcc_std_X" 0.342799214751773
"10_WALKING_DOWNSTAIRS" "tBodyAcc_std_Y" 0.172989829036809
"10_WALKING_DOWNSTAIRS" "tBodyAcc_std_Z" -0.18863858631383
"10_WALKING_DOWNSTAIRS" "tGravityAcc_mean_X" 0.924320634397163
"10_WALKING_DOWNSTAIRS" "tGravityAcc_mean_Y" -0.146597884049645
"10_WALKING_DOWNSTAIRS" "tGravityAcc_mean_Z" -0.0243089308697872
"10_WALKING_DOWNSTAIRS" "tGravityAcc_std_X" -0.936987876241135
"10_WALKING_DOWNSTAIRS" "tGravityAcc_std_Y" -0.925591096312057
"10_WALKING_DOWNSTAIRS" "tGravityAcc_std_Z" -0.909856317304965
"10_WALKING_DOWNSTAIRS" "tBodyAccJerk_mean_X" 0.100810654595745
"10_WALKING_DOWNSTAIRS" "tBodyAccJerk_mean_Y" 0.00938843255843972
"10_WALKING_DOWNSTAIRS" "tBodyAccJerk_mean_Z" -0.0025644003
"10_WALKING_DOWNSTAIRS" "tBodyAccJerk_std_X" 0.190496226213475
"10_WALKING_DOWNSTAIRS" "tBodyAccJerk_std_Y" 0.0697894577674468
"10_WALKING_DOWNSTAIRS" "tBodyAccJerk_std_Z" -0.322810908815603
"10_WALKING_DOWNSTAIRS" "tBodyGyro_mean_X" -0.0975855356609574
"10_WALKING_DOWNSTAIRS" "tBodyGyro_mean_Y" -0.0568720386808511
"10_WALKING_DOWNSTAIRS" "tBodyGyro_mean_Z" 0.107394374256099
"10_WALKING_DOWNSTAIRS" "tBodyGyro_std_X" -0.252608430308511
"10_WALKING_DOWNSTAIRS" "tBodyGyro_std_Y" -0.265773497588652
"10_WALKING_DOWNSTAIRS" "tBodyGyro_std_Z" -0.156295857187943
"10_WALKING_DOWNSTAIRS" "tBodyGyroJerk_mean_X" -0.0680814991730496
"10_WALKING_DOWNSTAIRS" "tBodyGyroJerk_mean_Y" -0.051765477393617
"10_WALKING_DOWNSTAIRS" "tBodyGyroJerk_mean_Z" -0.061451183587234
"10_WALKING_DOWNSTAIRS" "tBodyGyroJerk_std_X" -0.278234750992908
"10_WALKING_DOWNSTAIRS" "tBodyGyroJerk_std_Y" -0.381873567503546
"10_WALKING_DOWNSTAIRS" "tBodyGyroJerk_std_Z" -0.126974137660284
"10_WALKING_DOWNSTAIRS" "tBodyAccMag_mean" 0.304498734838298
"10_WALKING_DOWNSTAIRS" "tBodyAccMag_std" 0.26599145364539
"10_WALKING_DOWNSTAIRS" "tGravityAccMag_mean" 0.304498734838298
"10_WALKING_DOWNSTAIRS" "tGravityAccMag_std" 0.26599145364539
"10_WALKING_DOWNSTAIRS" "tBodyAccJerkMag_mean" 0.0765876944343262
"10_WALKING_DOWNSTAIRS" "tBodyAccJerkMag_std" 0.13871289152695
"10_WALKING_DOWNSTAIRS" "tBodyGyroMag_mean" -0.016818429006383
"10_WALKING_DOWNSTAIRS" "tBodyGyroMag_std" -0.205544557012766
"10_WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_mean" -0.299884072198582
"10_WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_std" -0.371980085162411
"10_WALKING_DOWNSTAIRS" "fBodyAcc_mean_X" 0.254097465283688
"10_WALKING_DOWNSTAIRS" "fBodyAcc_mean_Y" 0.168137414051064
"10_WALKING_DOWNSTAIRS" "fBodyAcc_mean_Z" -0.175152849090071
"10_WALKING_DOWNSTAIRS" "fBodyAcc_std_X" 0.373940957716312
"10_WALKING_DOWNSTAIRS" "fBodyAcc_std_Y" 0.0984008540829787
"10_WALKING_DOWNSTAIRS" "fBodyAcc_std_Z" -0.265143303960993
"10_WALKING_DOWNSTAIRS" "fBodyAccJerk_mean_X" 0.147268862137589
"10_WALKING_DOWNSTAIRS" "fBodyAccJerk_mean_Y" 0.00551483737588652
"10_WALKING_DOWNSTAIRS" "fBodyAccJerk_mean_Z" -0.262253182399291
"10_WALKING_DOWNSTAIRS" "fBodyAccJerk_std_X" 0.126838781359574
"10_WALKING_DOWNSTAIRS" "fBodyAccJerk_std_Y" 0.0661999570829787
"10_WALKING_DOWNSTAIRS" "fBodyAccJerk_std_Z" -0.38266673084922
"10_WALKING_DOWNSTAIRS" "fBodyGyro_mean_X" -0.115385679276667
"10_WALKING_DOWNSTAIRS" "fBodyGyro_mean_Y" -0.217100574347518
"10_WALKING_DOWNSTAIRS" "fBodyGyro_mean_Z" 0.00927609983546099
"10_WALKING_DOWNSTAIRS" "fBodyGyro_std_X" -0.300785973553901
"10_WALKING_DOWNSTAIRS" "fBodyGyro_std_Y" -0.305865903241135
"10_WALKING_DOWNSTAIRS" "fBodyGyro_std_Z" -0.298221812582979
"10_WALKING_DOWNSTAIRS" "fBodyAccMag_mean" 0.292457325680851
"10_WALKING_DOWNSTAIRS" "fBodyAccMag_std" 0.0500202617539007
"10_WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag_mean" 0.185424941082411
"10_WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag_std" 0.0656984361219858
"10_WALKING_DOWNSTAIRS" "fBodyBodyGyroMag_mean" -0.228203202628369
"10_WALKING_DOWNSTAIRS" "fBodyBodyGyroMag_std" -0.335315226955319
"10_WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag_mean" -0.367856084560284
"10_WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag_std" -0.423338068815603
"10_WALKING_UPSTAIRS" "tBodyAcc_mean_X" 0.257303997538462
"10_WALKING_UPSTAIRS" "tBodyAcc_mean_Y" -0.0250812701206294
"10_WALKING_UPSTAIRS" "tBodyAcc_mean_Z" -0.121633710394406
"10_WALKING_UPSTAIRS" "tBodyAcc_std_X" -0.101088337785315
"10_WALKING_UPSTAIRS" "tBodyAcc_std_Y" 0.0812982570118881
"10_WALKING_UPSTAIRS" "tBodyAcc_std_Z" -0.157014649271329
"10_WALKING_UPSTAIRS" "tGravityAcc_mean_X" 0.902183097622378
"10_WALKING_UPSTAIRS" "tGravityAcc_mean_Y" -0.229942415104895
"10_WALKING_UPSTAIRS" "tGravityAcc_mean_Z" -0.0548803341485525
"10_WALKING_UPSTAIRS" "tGravityAcc_std_X" -0.948341994615385
"10_WALKING_UPSTAIRS" "tGravityAcc_std_Y" -0.919297064265734
"10_WALKING_UPSTAIRS" "tGravityAcc_std_Z" -0.88436710986014
"10_WALKING_UPSTAIRS" "tBodyAccJerk_mean_X" 0.0761241735614685
"10_WALKING_UPSTAIRS" "tBodyAccJerk_mean_Y" 0.0312112984006993
"10_WALKING_UPSTAIRS" "tBodyAccJerk_mean_Z" -0.0197836806006993
"10_WALKING_UPSTAIRS" "tBodyAccJerk_std_X" -0.17812379946993
"10_WALKING_UPSTAIRS" "tBodyAccJerk_std_Y" -0.144128573472727
"10_WALKING_UPSTAIRS" "tBodyAccJerk_std_Z" -0.598008184405594
"10_WALKING_UPSTAIRS" "tBodyGyro_mean_X" 0.0452232322027972
"10_WALKING_UPSTAIRS" "tBodyGyro_mean_Y" -0.117347877699301
"10_WALKING_UPSTAIRS" "tBodyGyro_mean_Z" 0.0469715616270629
"10_WALKING_UPSTAIRS" "tBodyGyro_std_X" -0.365536584165734
"10_WALKING_UPSTAIRS" "tBodyGyro_std_Y" -0.149223967099301
"10_WALKING_UPSTAIRS" "tBodyGyro_std_Z" -0.240132824345455
"10_WALKING_UPSTAIRS" "tBodyGyroJerk_mean_X" -0.129684064247762
"10_WALKING_UPSTAIRS" "tBodyGyroJerk_mean_Y" -0.0532930114716783
"10_WALKING_UPSTAIRS" "tBodyGyroJerk_mean_Z" -0.0496795856307692
"10_WALKING_UPSTAIRS" "tBodyGyroJerk_std_X" -0.389129662181818
"10_WALKING_UPSTAIRS" "tBodyGyroJerk_std_Y" -0.591807550559441
"10_WALKING_UPSTAIRS" "tBodyGyroJerk_std_Z" -0.399241273923776
"10_WALKING_UPSTAIRS" "tBodyAccMag_mean" 0.00966096589545454
"10_WALKING_UPSTAIRS" "tBodyAccMag_std" -0.133254432716615
"10_WALKING_UPSTAIRS" "tGravityAccMag_mean" 0.00966096589545454
"10_WALKING_UPSTAIRS" "tGravityAccMag_std" -0.133254432716615
"10_WALKING_UPSTAIRS" "tBodyAccJerkMag_mean" -0.233151008146853
"10_WALKING_UPSTAIRS" "tBodyAccJerkMag_std" -0.235134950516084
"10_WALKING_UPSTAIRS" "tBodyGyroMag_mean" -0.0496591871295105
"10_WALKING_UPSTAIRS" "tBodyGyroMag_std" -0.200129509667972
"10_WALKING_UPSTAIRS" "tBodyGyroJerkMag_mean" -0.486028003447552
"10_WALKING_UPSTAIRS" "tBodyGyroJerkMag_std" -0.594947814545455
"10_WALKING_UPSTAIRS" "fBodyAcc_mean_X" -0.119575321535035
"10_WALKING_UPSTAIRS" "fBodyAcc_mean_Y" 0.0194442737006993
"10_WALKING_UPSTAIRS" "fBodyAcc_mean_Z" -0.336834171792308
"10_WALKING_UPSTAIRS" "fBodyAcc_std_X" -0.0958418177532168
"10_WALKING_UPSTAIRS" "fBodyAcc_std_Y" 0.0435056484237762
"10_WALKING_UPSTAIRS" "fBodyAcc_std_Z" -0.136241242541958
"10_WALKING_UPSTAIRS" "fBodyAccJerk_mean_X" -0.211769267976923
"10_WALKING_UPSTAIRS" "fBodyAccJerk_mean_Y" -0.188893868257343
"10_WALKING_UPSTAIRS" "fBodyAccJerk_mean_Z" -0.552859071314685
"10_WALKING_UPSTAIRS" "fBodyAccJerk_std_X" -0.218014054834545
"10_WALKING_UPSTAIRS" "fBodyAccJerk_std_Y" -0.153878219063636
"10_WALKING_UPSTAIRS" "fBodyAccJerk_std_Z" -0.642697856713287
"10_WALKING_UPSTAIRS" "fBodyGyro_mean_X" -0.244512339088112
"10_WALKING_UPSTAIRS" "fBodyGyro_mean_Y" -0.320365314567133
"10_WALKING_UPSTAIRS" "fBodyGyro_mean_Z" -0.174971675099301
"10_WALKING_UPSTAIRS" "fBodyGyro_std_X" -0.407808591895105
"10_WALKING_UPSTAIRS" "fBodyGyro_std_Y" -0.0727942307426573
"10_WALKING_UPSTAIRS" "fBodyGyro_std_Z" -0.33466414527972
"10_WALKING_UPSTAIRS" "fBodyAccMag_mean" -0.119877250477902
"10_WALKING_UPSTAIRS" "fBodyAccMag_std" -0.278902915363636
"10_WALKING_UPSTAIRS" "fBodyBodyAccJerkMag_mean" -0.181924119528671
"10_WALKING_UPSTAIRS" "fBodyBodyAccJerkMag_std" -0.317544098076923
